ID_star,ID_system,Name,,Karmn,GJ,RA_J2016,DE_J2016,SpT,SpTnum,SpT_ref,SKG,SKG_ref,Nplanet,Pl_Ref,Type,Class,Component,System,SB,SB_ref,object_type,Notes_multiplicity,WDS_id,WDS_disc,WDS_comp,WDS_obs1,WDS_obs2,WDS_nobs,WDS_pa2,WDS_sep2,WDS_mag1,WDS_mag2,s01,rho01,s02,rho02,theta01,theta02,M_Msol,eM_Msol,R_Rsol,eR_Rsol,MR_ref,M01,eM01,R01,eR01,M02,eM02,R02,eR02,q,Porb_d,ePorb_d,Porb_ref,a_au,a_ref,Teff_K,eTeff_K,Teff_ref,logg,elogg,L_Lsol,eL_Lsol,L_ref,MG_mag,eMG_mag,Mass_A,eMass_A,Mass_B,eMass_B,Mass_tot,eMass_tot,Ug_J,eUg_J,Porb_a,ePorb_a,muratio,deltaPA,deltad,crit_parity,crit_ruwe,crit_ipd,crit_rv,crit_rv_error,crit_fmp,crit_non_single,crit_DR3_non_single,Candidate,Bool_rho,Bool_new,HR_num,Bool_HR,Bool_MM,Bool_Lbol,Bool_DR2,Bool_FGK,Bool_WD,Bool_OBA,Bool_NMS,Bool_UCD,Bool_widest,GaiaDR3_id,GaiaDR2_id,2MASS_id,AllWISE_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_ref,d_pc,ed_pc,d01,ed01,d02,ed02,d03,ed03,d04,ed04,pm,pm_error,pm_ref,pmra,pmra_error,pmdec,pmdec_error,pmA,pmra_A_mas,epmra_A_mas,pmdec_A_mas,epmdec_A_mas,pmB,pmra_B_mas,epmra_B_mas,pmdec_B_mas,epmdec_B_mas,pmC,pmra_C_mas,epmra_C_mas,pmdec_C_mas,epmdec_C_mas,rv,rv_error,rv_ref,ruwe,l,b,RA_J2000,DE_J2000,BP_mag,eBP_mag,G_mag,eG_mag,RP_mag,eRP_mag,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,Qf_2M,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Qf_W,astrometric_excess_noise,astrometric_excess_noise_sig,phot_bp_rp_excess_factor,phot_bp_n_blended_transits,phot_rp_n_blended_transits,phot_variable_flag,rv_chisq_pvalue,rv_amplitude_robust,rv_nb_transits,rv_renormalised_gof,astrometric_n_obs_al,astrometric_n_good_obs_al,ipd_gof_harmonic_amplitude,ipd_frac_multi_peak,duplicated_source
1314,361,GJ 421 A,,,421 A,11:15:20.90,-18:08:49.2,K7 V,67.0,1986AJ.....92..139S,,,0,,Multiple,Triple,A,A+B+C,,-,High proper motion,,,,,,,,,,,,,,,,,,0.6951,0.1043,0.6816,0.1022,Pec13,,,,,,,,,,,,,,,,,,,,,,,7.5570,0.0029,0.6951,0.1043,,,1.7078,0.1487,,,,,,,,,False,False,False,False,False,0,,false,true,false,3,true,false,true,false,false,false,false,false,false,false,3558078971047964800,3558078971047964800,11152072-1808362,J111519.56-180847.8,168.83709045761600,0.011799363419413600,-18.147002520277800,0.010037150233984000,43.657783721455800,0.015533775,DR3,22.90542292252330,0.008149925525959690,22.90542292252330,0.008149925525959690,22.92280623444540,0.008374829152425820,22.948862372715500,0.013751243387928300,,,748.0887656668,0.0218313827958209,DR3,144.0050812277540,0.018157823,-734.0976351259170,0.012120344,748.0887656668,144.005081227754,0.018157823,-734.097635125917,0.012120344,752.436237091607,149.715875624356,0.018859461,-737.390973279853,0.013058296,753.070670841634,141.404635107721,0.029855618,-739.675715737593,0.020713435,8.065052,0.15154123,DR3,1.0445269,273.04007358952500,39.08338853820790,168.836356,-18.143396,10.1712,0.0029,9.3567,0.0028,8.4737,0.0038,7.380,0.023,6.760,0.024,6.603,0.029,AAA,6.473,0.069,5.791,0.029,6.041,0.020,6.209,0.071,AAAA,0.072458915412426,6.966577053070070,1.2917895,0,0,NOT_AVAILABLE,0.19776434,1.3393826,16,-0.03549294,328,328,0.011901610530912900,0,False
1317,,G 122-8,,J11154+410,,11:15:26.72,+41:05:12.5,M3.5 V,73.5,2013AJ....145..102L,,,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.41110,0.01650,0.41240,0.01220,This work,,,,,,,,,,,,,,,3400,50,This work,4.00,0.25,0.0204737470,0.0001357460,This work,9.9324,0.0031,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,765531741023636992,765531741023636992,11152658+4105163,J111526.67+410513.7,168.8613193698620,0.01912507228553300,41.08681708586080,0.027680614963173900,43.23006475960780,0.027009534,DR3,23.132049548404900,0.014452577904789500,23.132049548404900,0.014452577904789500,,,,,,,247.036805073932,0.0375894663047803,DR3,88.16032335574470,0.023944646,-230.7703196837640,0.02897623,247.036805073932,88.1603233557447,0.023944646,-230.770319683764,0.02897623,,,,,,,,,,,-7.250736,0.33433905,DR3,1.2430466,171.46089798329400,65.85115255044180,168.860777,41.087872,13.1890,0.0031,11.7535,0.0028,10.5745,0.0039,8.974,0.021,8.355,0.047,8.044,0.033,AAA,7.899,0.028,7.809,0.020,7.688,0.020,7.466,0.144,AAAB,0.1822492480278020,39.95875549316410,1.4401572,1,0,NOT_AVAILABLE,0.4877739,2.7040553,13,-0.5481679,278,276,0.02555641531944280,0,False
1318,,GJ 3653,,J11159+553,3653,11:15:53.69,+55:19:49.2,M0.5 V,70.5,2009ApJ...699..649S,Ple,Shk12,0,,Single*,,-,,,-,Eruptive variable,,,,,,,,,,,,,,,,,,0.60500,0.02730,0.57820,0.01230,This work,,,,,,,,,,,,,,,3700,50,This work,4.50,0.25,0.0733952900,0.0003114599,This work,8.2233,0.0031,,,,,,,,,,,,,,,False,False,True,False,False,0,,true,true,false,4,true,false,true,false,false,false,false,false,false,false,844152289904253312,844152289904253312,11155403+5519506,J111553.80+551949.6,168.97372421059400,0.01021339651197200,55.33032622168250,0.01153985783457760,35.48616422097660,0.018267082,DR3,28.17999696368650,0.014506113202032800,28.17999696368650,0.014506113202032800,,,,,,,200.303352241918,0.0200895976853278,DR3,-178.20352590935600,0.01235916,-91.4600255457186,0.015838027,200.303352241918,-178.203525909356,0.01235916,-91.4600255457186,0.015838027,,,,,,,,,,,-15.651113,7.011179,DR3,1.388717,147.89435869946800,56.921871049601400,168.975166,55.330734,11.4944,0.0045,10.4730,0.0029,9.4647,0.0043,8.090,0.020,7.442,0.024,7.258,0.018,AAA,7.091,0.038,7.108,0.021,7.024,0.015,7.018,0.081,AAAA,0.14444229006767300,45.99897003173830,1.3484832,1,0,NOT_AVAILABLE,0.0,108.99591,39,92.668045,795,784,0.011721312999725300,0,False
1319,,LP 169-22,,J11195+466,,11:19:31.09,+46:41:33.4,M5.5 V,75.5,1997PASP..109..849G,,,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.12590,0.00950,0.14210,0.00490,This work,,,,,,,,,,,,,,,2900,50,This work,3.50,0.25,0.0012861339,0.0000067987,This work,13.5588,0.0033,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,788357434914248448,788357434913891712,11193058+4641437,J111930.93+464136.6,169.87953937654400,0.041199829429388000,46.69261027622740,0.05273989215493200,95.5222210669127,0.07828552,DR3,10.46876830156100,0.008579710156374290,10.46876830156100,0.008579710156374290,,,,,,,682.132293918303,0.0820678241886619,DR3,308.0538785977360,0.05333611,-608.6109383564650,0.062372968,682.132293918303,308.053878597736,0.05333611,-608.610938356465,0.062372968,,,,,,,,,,,,,-,1.3523973,159.59959661791300,63.35742840625670,169.877448,46.695480,16.0686,0.0089,13.6583,0.0028,12.2540,0.0039,10.087,0.022,9.534,0.021,9.199,0.017,AAA,8.963,0.023,8.730,0.019,8.580,0.024,8.277,0.266,AAAB,0.7000318169593810,407.6638488769530,1.6130904,5,2,NOT_AVAILABLE,,,,,548,548,0.0025721038691699500,0,False
1321,,LP 733-99,,J11201-104,,11:20:05.89,-10:29:46.4,M2.0 V,72.0,2015A&A...577A.128A,Cas?,This work,0,,Single,,-,,,-,Low-Mass,YLM candidate (Sch19),,,,,,,,,,,,,,,,,0.50620,0.02920,0.49000,0.01310,This work,,,,,,,,,,,,,,,3661,9,Marf21+,5.50,0.25,0.0414882700,0.0002993049,This work,8.9169,0.0034,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,3590516110255264000,3590516110254931328,11200609-1029468,J112005.96-102946.4,170.02454101241800,0.03173253685235980,-10.496224933576200,0.03118758462369440,52.82484599742520,0.037755884,DR3,18.930485856006900,0.013530322986230300,18.930485856006900,0.013530322986230300,,,,,,,198.881008908913,0.0648027105011904,DR3,-197.88890570117800,0.047822814,19.84027986237220,0.04373065,198.881008908913,-197.888905701178,0.047822814,19.8402798623722,0.04373065,,,,,,,,,,,11.138371,0.34498453,DR3,1.0155532,269.3785167608540,46.33962384779030,170.025415,-10.496343,11.4622,0.0042,10.3027,0.0030,9.2235,0.0041,7.814,0.026,7.214,0.053,6.967,0.021,AAA,6.866,0.063,6.724,0.020,6.694,0.016,6.580,0.065,AAAA,0.24389100074768100,55.42430877685550,1.3865318,0,0,NOT_AVAILABLE,0.71400505,2.5124798,9,-1.1965576,200,200,0.016358809545636200,0,False
1322,363,HD 98712A,,,,11:21:26.87,-20:27:15.3,K7 V,67.0,2015A&A...577A.128A,,,0,,Multiple,Double,A,AB,,-,High proper motion,,,,,,,,,,,,,,,,,,0.6498,0.0975,0.6394,0.0959,Pec13,,,,,,,,,,,,,,,,,,,,,,,7.4377,0.0101,0.6498,0.0975,,,1.0704,0.1023,,,,,,,,,True,False,True,False,False,1,nss_two_body_orbit / Orbital,false,true,false,3,true,false,true,false,false,false,false,false,false,false,3545469496823737856,3545469496823737856,11212663-2027134,J112126.78-202713.1,170.36193916124200,0.2598501443862920,-20.454238172164300,0.21920251846313500,72.86378758599550,0.32478505,DR3,13.724238515871500,0.06117479807549800,13.724238515871500,0.06117479807549800,13.1247675256162,0.004564296834347780,,,,,191.285058015997,0.430974125584111,DR3,174.0148505136390,0.35329017,-79.4279876422625,0.2468294,191.285058015997,174.014850513639,0.35329017,-79.4279876422625,0.2468294,255.493382185358,220.400239025832,0.030338317,-129.230812803563,0.01941268,,,,,,-0.14528807,0.34174925,DR3,18.144773,276.0010045985610,37.66667522118190,170.360975,-20.453737,8.9093,0.0030,8.1251,0.0028,7.2594,0.0039,6.097,0.024,5.464,0.026,5.302,0.016,AAA,4.969,0.196,4.682,0.083,4.970,0.016,4.886,0.034,BAAA,2.721954584121700,5972.9267578125,1.2864827,41,0,VARIABLE,0.0,4.7004323,31,25.960127,451,451,0.037687093019485500,1,False
1324,,GJ 1146,,J11216+061,1146,11:21:37.67,+06:08:00.7,M3.5 V,73.5,1997AJ....113..806G,,,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.23510,0.01160,0.24550,0.00720,This work,,,,,,,,,,,,,,,3400,50,This work,4.50,0.25,0.0072591435,0.0000336208,This work,10.9530,0.0031,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,3814369840081992448,3814369840081992448,11213847+0608256,J112137.94+060809.2,170.40697509246200,0.02621229737997060,6.1335228685553700,0.022686786949634600,50.128971305643800,0.029280724,DR3,19.948544204165900,0.011652100608300700,19.948544204165900,0.011652100608300700,,,,,,,1758.39223294111,0.0388117450629454,DR3,-766.2313054739480,0.029653056,-1582.666367678070,0.025040923,1758.39223294111,-766.231305473948,0.029653056,-1582.66636767807,0.025040923,,,,,,,,,,,47.334892,0.5984306,DR3,1.6455977,253.39644628968800,60.05848480888010,170.410305,6.140472,13.8367,0.0036,12.4526,0.0028,11.2937,0.0038,9.766,0.024,9.264,0.024,8.969,0.023,AAA,8.770,0.023,8.609,0.019,8.533,0.025,8.258,0.326,AAAB,0.18588784337043800,35.80890655517580,1.4265965,0,0,NOT_AVAILABLE,0.580628,5.3004684,13,-0.056706097,185,185,0.031297456473112100,0,False
1325,,GJ 3657,,J11231+258,3657,11:23:06.77,+25:53:31.7,M5.0 V,75.0,1995AJ....110.1838R,,,0,,Single,,-,,,-,High proper motion,WIS 183 is optical,,,,,,,,,,,,,,,,,0.16180,0.01010,0.17610,0.00570,This work,,,,,,,,,,,,,,,3100,50,This work,4.00,0.25,0.0025811426,0.0000137968,This work,12.4764,0.0037,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,3994492865736279552,3994492865736115328,11230800+2553370,J112307.17+255333.4,170.77821306233500,0.05616917461156850,25.892131174971900,0.05260751396417620,61.65199535291940,0.06436914,DR3,16.220075186141500,0.01693493105114610,16.220075186141500,0.01693493105114610,,,,,,,1061.30493379947,0.100335933946251,DR3,-1010.9189478234700,0.07339243,-323.1269772683680,0.068416744,1061.30493379947,-1010.91894782347,0.07339243,-323.126977268368,0.068416744,,,,,,,,,,,-17.077492,1.1439198,DR3,1.261179,211.4894913166030,70.22711070458130,170.783342,25.893614,15.4501,0.0054,13.5267,0.0029,12.2235,0.0040,10.294,0.020,9.745,0.017,9.459,0.022,AAA,9.230,0.022,9.030,0.020,8.898,0.034,8.818,0.431,AAAC,0.4733448028564450,122.64671325683600,1.5213066,3,0,NOT_AVAILABLE,0.9621632,6.93355,8,-1.2491742,172,172,0.04511301964521410,0,False
1326,,GJ 3658,,J11233+448,3658,11:23:20.14,+44:48:36.5,M2.0 V,72.0,2015ApJS..220...16T,,,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.47750,0.02980,0.46430,0.01340,This work,,,,,,,,,,,,,,,3500,50,This work,4.50,0.25,0.0366149320,0.0002604438,This work,9.1340,0.0034,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,784185681638625408,784185681638625408,11232059+4448387,J112320.29+444837.2,170.83391545705700,0.01599341817200180,44.810132912915000,0.022923914715647700,30.464437073708200,0.025991047,DR3,32.82515930232080,0.028005121386123100,32.82515930232080,0.028005121386123100,,,,,,,351.114287541639,0.0351918204419023,DR3,-321.8586708123960,0.020235786,-140.3147851751570,0.028791964,351.114287541639,-321.858670812396,0.020235786,-140.314785175157,0.028791964,,,,,,,,,,,23.493538,0.2888869,DR3,1.334896,162.03543283955200,65.04996194554030,170.835800,44.810776,12.9743,0.0031,11.7150,0.0028,10.5967,0.0038,9.146,0.048,8.489,0.026,8.263,0.027,AAA,8.117,0.023,8.044,0.020,7.944,0.020,7.973,0.165,AAAB,0.19615206122398400,50.204341888427700,1.4064302,2,0,NOT_AVAILABLE,0.6279134,4.5700283,27,-0.81914014,348,345,0.014291379600763300,2,False
1327,,Wolf 386,,J11237+085,,11:23:43.49,+08:33:51.6,M0.5 V,70.5,1995AJ....110.1838R,,,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.52080,0.02890,0.50310,0.01300,This work,,,,,,,,,,,,,,,3600,50,This work,5.50,0.25,0.0420334450,0.0001982032,This work,8.8093,0.0029,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,3914019231742221568,3914019231742221568,11234456+0833483,J112343.84+083350.5,170.93121515912600,0.014805239625275100,8.564344614727190,0.01510654203593730,49.58089468336490,0.018947301,DR3,20.169059198835200,0.007707590554136690,20.169059198835200,0.007707590554136690,,,,,,,1021.78393413501,0.0287155973311026,DR3,-1003.3729518880200,0.020902682,193.09357181411700,0.01968917,1021.78393413501,-1003.37295188802,0.020902682,193.093571814117,0.01968917,,,,,,,,,,,54.850338,0.18684673,DR3,1.0193926,250.66372692340300,62.165306266682700,170.935680,8.563434,11.4102,0.0032,10.3327,0.0028,9.3032,0.0039,7.994,0.021,7.395,0.034,7.161,0.023,AAA,6.892,0.052,6.934,0.022,6.889,0.016,6.749,0.106,AAAA,0.09884592890739440,10.324502944946300,1.3552839,0,0,VARIABLE,0.8512794,1.450428,15,-2.1180618,208,208,0.043754786252975500,0,False
1328,364,GJ 426.1 A,,,426.1 A,11:23:55.62,+10:31:44.9,F1 IV,999.0,1976AJ.....81..245E,,,0,,Multiple,Quadruple,Aab,(AabB)+C,SB,Abt76,High proper motion,,,,,,,,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,n/a,,n/a,,,,,,,,,2.0419,0.0208,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,6,true,false,true,false,true,false,false,true,false,false,3915612630249291008,3915612630249291008,11235546+1031459,J112355.61+103145.3,170.98173090117400,0.7620576620101930,10.529146839480200,3.903825283050540,42.354774043602000,0.39839287902193500,DR2,23.610089360187700,0.2220786602352600,23.610089360187700,0.2220786602352600,24.098945000268600,0.2035609837352570,23.999669936380700,0.1577928584903020,,,169.809814698266,0.99033645282396,DR2,149.40741572083900,0.7147747965069760,-80.70190391483780,0.6854657395306890,169.809814698266,149.407415720839,0.714774796506976,-80.7019039148378,0.685465739530689,185.015060697727,177.271892459141,0.494649327814908,-52.9645997713397,0.839598264899441,173.499407098628,155.461114157668,0.22755289,-77.0317223514573,0.19957806,-7.4893794,2.667062,DR3,,247.60145189416700,63.54831066536430,170.981099,10.529424,4.1214,0.0038,3.9074,0.0039,3.5590,0.0081,3.082,0.212,2.840,0.220,2.790,0.232,CDD,1.872,,1.789,,2.955,0.044,2.865,0.022,UUAA,1.1356298923492400,813.7301635742190,1.1756696,4,4,NOT_AVAILABLE,0.0,6.5106983,3,,74,71,0.13723711669445000,7,False
1331,,Ross 1002,,J11239-183,,11:23:56.61,-18:21:49.5,M3.0 V,73.0,1995AJ....110.1838R,,,0,,Single*,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.30210,0.01360,0.30900,0.00940,This work,,,,,,,,,,,,,,,3300,50,This work,5.50,0.25,0.0102044720,0.0000595724,This work,10.6318,0.0033,,,,,,,,,,,,,,,True,False,False,False,False,0,,true,true,false,4,true,false,true,false,false,false,false,false,false,false,3546332682170832128,3546332682170832128,11235737-1821485,J112356.84-182149.2,170.98588570400600,0.03028843365609650,-18.363746221389200,0.027262091636657700,55.584631485587700,0.046332143,DR3,17.990584326519900,0.01499591349968750,17.990584326519900,0.01499591349968750,,,,,,,612.809518540479,0.0533880583067171,DR3,-611.0980646537350,0.041575745,-45.767470874765100,0.03349242,612.809518540479,-611.098064653735,0.041575745,-45.7674708747651,0.03349242,,,,,,,,,,,2.6354167,0.25561142,DR3,2.2127507,275.52701950841700,39.806715816679100,170.989073,-18.363491,13.3251,0.0032,11.9070,0.0028,10.7252,0.0038,9.172,0.023,8.588,0.033,8.322,0.026,AAA,8.144,0.023,7.984,0.020,7.897,0.021,7.643,0.178,AAAB,0.2900836765766140,184.1793670654300,1.4465237,0,0,VARIABLE,0.7371516,5.017079,34,-1.5246557,532,530,0.03300069645047190,0,False
1332,,Ross 448,,J11247+675,,11:24:46.53,+67:33:08.5,M1.0 V,71.0,2013AJ....145..102L,,,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.49250,0.01830,0.48950,0.01360,This work,,,,,,,,,,,,,,,3600,50,This work,5.50,0.25,0.0362589170,0.0001630773,This work,8.9655,0.0029,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,1060761818652187008,1060761818652187008,11244560+6733126,J112446.22+673309.8,171.1938622788550,0.011408722959458800,67.55237455926380,0.012107540853321600,39.15811951495500,0.014015787,DR3,25.537487815728400,0.009140581676902210,25.537487815728400,0.009140581676902210,,,,,,,393.015242234028,0.0220144513674988,DR3,314.9907698824130,0.015090909,-235.0357324262770,0.016028117,393.015242234028,314.990769882413,0.015090909,-235.035732426277,0.016028117,,,,,,,,,,,-27.228022,0.22538619,DR3,1.1605113,134.97554708001500,47.49833267173490,171.190005,67.553513,12.0791,0.0030,11.0014,0.0028,9.9700,0.0038,8.659,0.026,8.088,0.031,7.821,0.023,AAA,7.679,0.025,7.619,0.020,7.514,0.017,7.469,0.105,AAAA,0.13469034433364900,32.13433837890630,1.3570778,0,0,VARIABLE,0.37161714,2.5736217,20,-0.75190717,434,429,0.014144265092909300,0,False
1333,,StKM 1-941,,J11249+024,,11:24:58.52,+02:28:26.8,M1.0 V,71.0,2013AJ....145..102L,,,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.43690,0.01640,0.43680,0.01180,This work,,,,,,,,,,,,,,,3700,50,This work,4.50,0.25,0.0322143550,0.0001490855,This work,9.1021,0.0030,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,3810811579936440960,3810811579936440960,11245875+0228244,J112458.60+022826.0,171.24384364690800,0.016604671254754100,2.474123590865430,0.014150364324450500,42.672765736300400,0.018880766,DR3,23.434150159836700,0.010368550009411700,23.434150159836700,0.010368550009411700,,,,,,,275.170110006418,0.0264854469205739,DR3,-232.69404109056000,0.020496294,146.8743431709200,0.01677441,275.170110006418,-232.69404109056,0.020496294,146.87434317092,0.01677441,,,,,,,,,,,0.21634349,0.29450455,DR3,1.1218698,259.23016046626600,57.812914951788600,171.244828,2.473465,11.9820,0.0032,10.9513,0.0028,9.9424,0.0038,8.660,0.021,7.979,0.033,7.741,0.023,AAA,7.560,0.031,7.596,0.020,7.496,0.019,7.353,0.142,AAAB,0.1179177463054660,17.74250030517580,1.3467124,0,0,NOT_AVAILABLE,0.09401088,2.880691,17,1.010084,230,229,0.017046699300408400,0,False
1334,365,1RXS J112405.0+380809,,J11240+381,,11:24:04.53,+38:08:10.7,M4.5 V,74.5,2015A&A...577A.128A,UMa,Shk12,0,,Multiple,Double,A,A+B,,-,High proper motion,,,,,,,,,,,,,,,,,,0.23340,0.01200,0.24400,0.00790,This work,,,,,,,,,,,,,,,3100,50,This work,4.50,0.25,0.0049522067,0.0000226171,This work,11.6772,0.0031,0.2334,0.0120,,,0.3444,0.0550,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,764072689093638528,764072689093638528,11240434+3808108,J112404.48+380810.6,171.01885964390100,0.015000238083303000,38.13629424820040,0.026961546391248700,54.186920925938800,0.03098878,DR3,18.454637815032400,0.010553962126974500,18.454637815032400,0.010553962126974500,18.41171353832090,0.05056474028729670,,,,,121.949733658328,0.0451239040119912,DR3,121.32325891286800,0.025172487,-12.345217134519,0.037450135,121.949733658328,121.323258912868,0.025172487,-12.345217134519,0.037450135,126.018060076336,125.679750846723,0.13468401,-9.22776747152496,0.17442018,,,,,,-12.42867,0.9660325,DR3,1.4054191,176.41087169716700,68.64701989047920,171.018120,38.136360,14.7643,0.0038,13.0077,0.0028,11.7477,0.0039,9.928,0.021,9.393,0.022,9.089,0.021,AAA,8.867,0.023,8.671,0.020,8.520,0.025,8.268,0.245,AAAB,0.1716299057006840,28.294919967651400,1.4873011,1,0,NOT_AVAILABLE,1.7757876E-06,17.31182,29,2.0253482,357,357,0.005726799834519630,0,False
1336,366,GJ 3660,,J11254+782,3660,11:25:26.06,+78:15:52.9,d/sdM4,74.0,2019AJ....157...63K,,,0,,Multiple,Double,A,A+B,,-,High proper motion,,,,,,,,,,,,,,,,,,0.43270,0.01680,0.43280,0.01240,This work,,,,,,,,,,,,,,,3500,50,This work,5.50,0.25,0.0253301450,0.0001108816,This work,9.4401,0.0029,0.4327,0.0168,,,0.7953,0.0224,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,1129078083858403584,1129078083858403584,11252961+7815563,J112527.20+781554.0,171.35858397563600,0.013821332715451700,78.26470271188860,0.014606180600822000,44.32113449853240,0.016461631,DR3,22.562599340346600,0.008380137127444870,22.562599340346600,0.008380137127444870,22.590229398456000,0.007733120544440010,,,,,672.133275045496,0.0319618322198348,DR3,-640.8515920757260,0.018954735,-202.6632091855640,0.025734738,672.133275045496,-640.851592075726,0.018954735,-202.663209185564,0.025734738,671.490890666869,-639.717354365929,0.018127324,-204.112034852531,0.022437964,,,,,,13.291909,0.2795911,DR3,0.98925555,128.35596103515400,37.94256831388970,171.373402,78.265656,12.3915,0.0029,11.2070,0.0028,10.1216,0.0038,8.733,0.026,8.169,0.027,7.932,0.018,AAA,7.773,0.028,7.647,0.019,7.585,0.017,7.401,0.095,AAAA,0.1335248500108720,25.28909683227540,1.3875479,0,0,VARIABLE,0.21182801,2.6515417,14,0.14654188,305,304,0.007756030187010770,0,False
1338,367,PM J11266+3756,,J11266+379,,11:26:37.40,+37:56:22.8,M2.0 V,72.0,2013AJ....145..102L,,,0,,Multiple,Double,A,AB,,-,Double or Multiple ,,,,,,,,,,,,,,,,,,0.5539,0.0283,0.5327,0.0127,This work,,,,,,,,,,,,,,,,,,,,,,,8.5728,0.0057,0.5539,0.0283,,,1.0520,0.0408,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,false,true,false,false,false,false,false,false,false,761026462064121472,761026462064121472,11263757+3756237,J112637.42+375622.9,171.65583704012400,0.03661666065454480,37.93966006275830,0.04530545324087140,25.30178611782860,0.056613766,DR3,39.52290147988260,0.08843408467698930,39.52290147988260,0.08843408467698930,39.46418785432510,0.13900194133953000,,,,,150.839429351824,0.0672271872798881,DR3,-142.56642261421200,0.046338618,-49.268129558263000,0.048705515,150.839429351824,-142.566422614212,0.046338618,-49.268129558263,0.048705515,150.58344253161,-142.776409153646,0.06259978,-47.8567670644539,0.08855156,,,,,,42.5,7.313,2015ApJS..220...16T,1.7290782,176.32144844332000,69.18490136065260,171.656556,37.939934,12.3619,0.0379,11.5570,0.0029,10.1862,0.0470,8.572,0.023,7.925,0.020,7.733,0.021,AAA,7.535,0.032,7.550,0.020,7.478,0.017,7.367,0.146,AAAB,0.40053287148475600,205.96588134765600,1.8332317,15,15,NOT_AVAILABLE,,,,,248,245,0.025432882830500600,23,False
1340,,GJ 3664,,J11276+039,3664,11:27:38.47,+03:58:36.1,M0.0 V,70.0,2013AJ....145..102L,Cas,This work,0,,Single,,-,,,-,High proper motion,,,,,,,,,,,,,,,,,,0.68880,0.02590,0.65270,0.01170,This work,,,,,,,,,,,,,,,3900,50,This work,4.50,0.25,0.1045910640,0.0005459256,This work,7.6865,0.0032,,,,,,,,,,,,,,,False,False,False,False,False,0,,false,true,false,4,true,true,true,false,false,false,false,false,false,false,3812756203689026048,3812756203689026048,11273856+0358359,J112738.49+035835.9,171.9102804051830,0.02453841269016270,3.9766925305643500,0.01802981272339820,34.81188739815530,0.025105467,DR3,28.725819676556500,0.020716346393098900,28.725819676556500,0.020716346393098900,,,,,,,98.4763148489745,0.0395779101226395,DR3,-97.46283136566320,0.03373442,14.091880230212600,0.020697823,98.4763148489745,-97.4628313656632,0.03373442,14.0918802302126,0.020697823,,,,,,,,,,,-2.8913925,0.21879601,DR3,1.5382979,258.44267227377600,59.40422419900000,171.910689,3.976659,10.8763,0.0030,9.9779,0.0028,9.0387,0.0038,7.848,0.026,7.190,0.029,6.992,0.026,AAA,6.856,0.060,6.945,0.020,6.878,0.017,6.802,0.099,AAAA,0.17111702263355300,30.442535400390600,1.3167615,0,0,NOT_AVAILABLE,0.0040645194,1.9839612,14,1.7970942,203,201,0.02082900144159790,14,False
